Age,Gender,EducationBackground,MaritalStatus,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EmpDepartment_Freq,EmpJobRole_Freq
25,1,2,1,2,1,3,1,81,3,1,4,4,0,11,2,7,2,2,3,2,0.0,2,0,3,0.28583333333333333,0.05333333333333334
29,1,1,2,2,17,3,2,51,2,3,1,1,0,13,1,10,3,2,10,9,0.0,9,0,3,0.045,0.0375
49,1,5,2,1,28,2,1,97,2,2,1,3,0,20,1,20,2,3,4,3,0.6931471805599453,3,1,3,0.28583333333333333,0.07833333333333334
54,0,4,2,2,1,3,4,54,3,4,4,6,0,19,4,28,3,2,20,7,2.3978952727983707,7,0,3,0.28583333333333333,0.015833333333333335
58,0,4,1,2,1,3,4,76,3,5,1,3,1,21,3,28,3,3,9,8,0.6931471805599453,5,0,4,0.28583333333333333,0.07833333333333334
36,0,3,2,2,3,4,1,99,3,2,2,3,1,16,4,15,3,3,5,4,0.0,1,0,3,0.31083333333333335,0.225
31,0,5,2,1,1,4,2,50,1,1,3,1,0,12,2,1,3,3,1,0,0.0,0,1,3,0.31083333333333335,0.0575
30,0,3,0,2,7,4,4,73,3,2,1,7,0,14,2,8,3,3,3,2,0.0,2,0,3,0.31083333333333335,0.225
31,0,5,2,2,8,5,1,93,3,4,2,3,0,11,3,9,3,4,3,2,0.6931471805599453,0,0,3,0.28583333333333333,0.015833333333333335
34,1,1,0,1,1,4,4,91,3,1,1,5,0,14,3,10,2,3,4,3,0.6931471805599453,3,0,3,0.28583333333333333,0.06416666666666666
31,0,5,2,2,8,3,1,34,2,1,2,1,0,12,3,1,3,4,1,0,0.0,0,1,3,0.28583333333333333,0.06416666666666666
27,1,5,1,2,11,1,2,91,3,1,1,0,0,14,2,6,3,4,5,0,0.6931471805599453,4,0,3,0.28583333333333333,0.07833333333333334
36,1,5,2,2,4,4,1,37,2,2,4,1,0,16,3,10,2,2,10,4,0.6931471805599453,8,0,2,0.28583333333333333,0.05333333333333334
47,1,2,1,2,1,3,1,74,3,1,4,7,0,12,3,17,2,2,6,5,0.6931471805599453,2,0,2,0.28583333333333333,0.06416666666666666
25,1,5,1,2,9,2,1,68,2,1,1,3,0,12,1,6,2,3,3,2,1.0986122886681098,2,1,2,0.31083333333333335,0.0575
37,1,2,2,0,5,2,3,84,4,1,3,0,0,14,1,7,2,1,6,5,0.6931471805599453,3,0,3,0.28583333333333333,0.07833333333333334
56,0,5,1,2,1,2,1,90,3,1,1,2,0,22,4,5,3,4,3,2,0.6931471805599453,0,0,4,0.28583333333333333,0.07833333333333334
24,0,4,1,2,4,1,4,42,3,2,3,1,1,12,3,5,3,3,5,4,0.0,3,0,3,0.31083333333333335,0.225
34,0,5,1,2,1,3,4,86,2,1,2,5,0,17,1,7,2,2,5,4,0.0,2,0,3,0.28583333333333333,0.05333333333333334
41,1,4,1,2,5,5,2,90,4,1,3,2,1,12,1,7,5,2,4,2,0.0,3,0,3,0.28583333333333333,0.07833333333333334
40,1,1,0,0,9,4,3,81,3,2,3,3,0,11,3,11,2,4,8,7,0.0,7,0,3,0.28583333333333333,0.05333333333333334
31,1,5,0,2,8,2,1,31,3,3,4,1,0,18,1,13,5,3,13,7,2.302585092994046,9,0,2,0.31083333333333335,0.225
39,0,5,2,0,2,3,1,54,2,1,1,2,1,23,2,11,2,4,1,0,0.0,0,1,4,0.28583333333333333,0.05333333333333334
31,0,5,2,1,1,5,3,100,4,3,2,1,0,11,1,10,2,3,10,8,1.6094379124341003,7,1,3,0.28583333333333333,0.07833333333333334
45,1,4,0,2,20,3,2,95,1,3,1,2,1,18,2,24,2,3,7,7,0.0,7,0,3,0.28583333333333333,0.07833333333333334
31,0,4,2,2,8,2,4,96,4,1,2,8,0,18,4,8,3,3,3,2,0.0,2,0,3,0.045,0.0375
45,1,2,1,2,29,3,2,55,3,3,4,4,1,18,4,10,4,4,3,1,0.6931471805599453,2,0,3,0.28583333333333333,0.07833333333333334
34,0,2,1,2,9,4,1,52,3,1,3,1,0,15,4,2,0,3,2,2,1.0986122886681098,2,1,2,0.045,0.0375
40,1,4,0,0,8,1,4,55,2,3,2,2,0,11,3,16,5,3,9,8,1.6094379124341003,8,0,3,0.28583333333333333,0.015833333333333335
44,1,5,2,0,5,3,3,90,2,1,3,3,0,14,4,7,5,3,5,2,0.0,3,0,3,0.28583333333333333,0.05333333333333334
49,1,2,1,2,5,4,1,96,3,2,3,2,0,14,2,20,0,2,3,2,0.6931471805599453,2,0,2,0.28583333333333333,0.07833333333333334
40,1,4,0,2,2,3,3,68,3,1,3,2,0,14,3,8,3,4,3,1,0.6931471805599453,2,0,4,0.28583333333333333,0.06416666666666666
44,1,5,2,2,20,3,4,49,3,1,2,1,0,13,3,6,3,2,5,2,0.6931471805599453,3,0,3,0.28583333333333333,0.07833333333333334
33,1,4,1,1,7,3,4,54,3,2,1,0,0,14,1,5,2,3,4,3,0.0,3,0,3,0.31083333333333335,0.225
34,1,1,2,2,3,3,4,81,1,2,1,3,0,18,4,15,2,3,13,9,1.3862943611198906,10,0,3,0.31083333333333335,0.225
30,1,5,1,2,16,1,4,96,3,2,3,8,0,15,3,4,2,2,2,1,1.0986122886681098,2,0,3,0.31083333333333335,0.225
42,0,4,2,1,9,2,1,74,3,1,4,1,0,13,3,12,3,3,12,9,1.791759469228055,8,0,2,0.28583333333333333,0.05333333333333334
44,0,3,1,1,1,5,1,79,3,2,3,7,0,12,3,11,4,2,1,0,0.0,0,0,3,0.31083333333333335,0.225
30,1,2,0,0,7,3,3,64,3,1,3,1,0,13,2,1,2,2,1,0,0.0,0,0,3,0.28583333333333333,0.06416666666666666
57,1,5,1,2,1,2,2,93,4,2,3,0,0,24,1,13,2,2,12,9,1.0986122886681098,8,0,2,0.28583333333333333,0.06416666666666666
49,1,5,0,2,7,4,3,35,3,3,2,3,0,14,2,28,3,3,8,7,0.0,7,0,3,0.28583333333333333,0.07833333333333334
34,1,4,0,1,15,3,2,71,3,4,1,7,0,14,4,16,3,2,14,8,1.9459101490553132,9,0,2,0.28583333333333333,0.015833333333333335
28,1,2,1,1,1,3,1,92,3,1,3,3,0,15,4,5,3,4,3,2,0.6931471805599453,2,1,2,0.31083333333333335,0.0575
34,0,4,2,2,24,4,1,40,2,2,2,0,1,23,3,16,2,4,15,9,2.3978952727983707,10,1,2,0.31083333333333335,0.225
35,1,5,1,2,7,1,4,76,3,1,3,1,0,13,1,1,3,3,1,0,0.0,0,0,3,0.31083333333333335,0.0575
24,0,5,1,0,13,2,4,78,3,1,2,1,0,13,3,1,2,3,1,0,0.0,0,0,3,0.31083333333333335,0.0575
44,1,4,2,1,2,1,2,86,3,3,3,5,1,18,2,16,2,2,2,2,1.0986122886681098,2,0,2,0.28583333333333333,0.07833333333333334
29,1,5,0,2,19,3,3,77,2,2,3,1,0,14,3,10,3,3,10,7,0.0,4,0,3,0.31083333333333335,0.225
55,1,5,1,2,4,4,4,30,3,2,3,0,1,16,2,4,2,3,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.07833333333333334
33,0,4,1,2,4,4,1,82,2,1,2,8,0,11,4,8,5,3,5,4,0.0,2,0,3,0.28583333333333333,0.07833333333333334
47,0,4,1,2,14,3,3,78,3,2,3,3,1,17,3,11,4,2,5,4,0.6931471805599453,2,0,3,0.31083333333333335,0.225
28,1,4,2,1,2,2,3,38,2,1,1,7,0,11,3,8,2,2,1,0,0.0,0,1,3,0.28583333333333333,0.05333333333333334
28,1,5,0,2,1,3,1,72,2,1,3,1,0,14,4,1,2,1,1,0,0.0,0,0,3,0.28583333333333333,0.07833333333333334
28,1,5,2,1,7,3,3,55,3,2,1,0,0,14,4,5,5,3,4,2,0.6931471805599453,3,0,3,0.31083333333333335,0.225
49,0,4,1,2,3,2,3,43,2,2,1,4,0,25,1,10,3,3,3,2,0.6931471805599453,2,0,4,0.28583333333333333,0.05333333333333334
29,0,5,1,1,2,1,4,97,3,1,2,0,0,13,3,4,3,3,3,2,0.0,2,0,3,0.28583333333333333,0.05333333333333334
28,1,5,1,2,29,1,3,96,1,2,2,1,0,14,2,8,2,2,8,6,0.6931471805599453,7,0,3,0.28583333333333333,0.07833333333333334
33,1,5,2,2,8,5,4,69,3,2,3,2,1,17,1,14,6,3,1,0,0.0,0,0,3,0.28583333333333333,0.0275
32,1,4,2,2,10,3,3,64,3,3,4,2,0,25,2,10,5,4,5,2,0.0,0,0,3,0.28583333333333333,0.0425
54,0,4,0,1,11,4,2,87,3,4,4,3,0,20,1,26,2,3,14,9,0.6931471805599453,10,0,2,0.28583333333333333,0.07833333333333334
29,1,2,2,2,1,4,1,100,2,1,1,6,0,13,3,11,2,1,9,7,0.0,7,1,3,0.28583333333333333,0.06416666666666666
46,0,5,1,2,3,3,3,51,3,4,2,8,0,12,4,23,2,4,13,11,1.791759469228055,1,0,3,0.31083333333333335,0.0425
35,0,5,2,2,16,3,4,91,2,3,2,1,0,19,4,11,3,1,11,8,1.3862943611198906,3,0,3,0.28583333333333333,0.07833333333333334
23,1,5,2,2,20,1,1,97,3,2,3,0,0,14,2,5,2,3,4,3,0.6931471805599453,2,0,2,0.28583333333333333,0.05333333333333334
40,1,5,2,2,9,4,4,86,3,1,1,3,0,14,2,15,3,1,5,4,0.6931471805599453,0,1,3,0.28583333333333333,0.05333333333333334
34,1,2,1,2,1,3,4,64,2,3,3,1,1,14,4,10,3,3,10,9,2.1972245773362196,6,0,3,0.31083333333333335,0.225
50,1,4,2,1,22,5,3,88,1,4,4,1,1,13,4,28,2,3,20,6,2.3978952727983707,9,0,3,0.28583333333333333,0.015833333333333335
42,1,4,1,2,2,3,3,68,2,1,2,4,0,14,2,4,3,3,1,0,0.0,0,0,3,0.28583333333333333,0.07833333333333334
37,1,4,1,2,13,3,1,47,3,2,4,1,0,17,1,10,2,3,10,8,1.3862943611198906,7,0,2,0.28583333333333333,0.06416666666666666
29,0,1,1,2,8,1,3,39,1,2,1,3,0,13,3,9,3,3,7,7,0.0,7,0,3,0.28583333333333333,0.0275
33,1,5,2,2,25,3,4,44,2,2,2,1,0,13,4,5,2,3,5,3,0.0,2,0,3,0.28583333333333333,0.0275
45,1,2,1,2,28,3,4,97,3,1,4,4,0,20,4,8,3,3,5,4,0.0,3,0,4,0.28583333333333333,0.06416666666666666
42,1,5,1,1,2,3,4,40,3,3,4,2,1,14,3,24,3,1,20,8,2.3978952727983707,9,0,3,0.28583333333333333,0.0275
40,1,4,1,2,9,2,1,47,3,2,1,0,0,12,4,9,5,4,8,4,2.0794415416798357,1,0,2,0.31083333333333335,0.225
33,1,5,1,2,28,4,2,79,3,2,3,1,1,12,2,15,3,3,15,11,1.791759469228055,7,0,2,0.28583333333333333,0.05333333333333334
40,1,4,2,2,6,2,3,38,3,4,4,1,1,21,4,21,2,3,20,7,2.0794415416798357,7,0,4,0.045,0.0425
24,1,2,0,2,21,2,3,57,2,1,1,0,0,14,2,2,3,3,1,1,0.0,0,0,3,0.28583333333333333,0.05333333333333334
40,1,5,0,0,8,2,4,72,3,2,4,3,1,18,3,8,2,3,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.07833333333333334
45,1,2,0,2,1,4,1,66,3,3,2,1,0,12,1,10,4,3,10,8,2.0794415416798357,7,0,2,0.28583333333333333,0.0275
35,0,5,1,2,28,4,2,98,2,1,3,0,0,23,1,6,5,3,5,3,1.6094379124341003,2,0,2,0.31083333333333335,0.0575
36,1,5,2,2,2,4,3,70,3,1,4,3,1,21,4,7,3,2,3,2,0.6931471805599453,2,0,4,0.31083333333333335,0.0575
48,0,5,0,2,16,4,3,96,3,2,3,8,0,14,3,18,2,3,8,7,2.0794415416798357,7,0,3,0.31083333333333335,0.225
33,1,5,1,2,8,4,1,46,3,2,1,2,0,13,4,8,6,1,2,2,1.0986122886681098,2,0,2,0.31083333333333335,0.225
30,1,5,1,2,1,3,2,64,2,2,1,1,0,11,4,10,4,3,10,8,1.9459101490553132,7,1,2,0.31083333333333335,0.225
38,1,0,1,1,10,4,3,71,3,2,3,3,0,11,3,10,2,3,6,3,0.6931471805599453,2,0,3,0.045,0.0375
30,1,2,1,2,29,4,3,33,3,3,2,3,0,12,2,9,3,3,4,2,0.6931471805599453,3,0,3,0.31083333333333335,0.225
35,0,5,0,2,2,3,1,69,3,1,1,1,1,12,4,1,2,3,1,0,0.0,0,1,3,0.28583333333333333,0.05333333333333334
53,0,2,1,2,2,5,3,78,2,3,4,0,0,16,2,28,4,3,20,7,0.6931471805599453,9,1,3,0.28583333333333333,0.0275
38,1,4,1,2,2,3,3,81,3,2,2,4,0,11,1,7,2,3,5,2,0.6931471805599453,4,1,3,0.28583333333333333,0.0275
48,0,1,1,2,15,4,3,65,3,1,1,8,0,12,4,10,3,2,8,2,2.0794415416798357,6,0,3,0.28583333333333333,0.07833333333333334
34,1,4,2,2,7,4,1,35,3,1,4,1,0,13,3,1,4,1,1,0,0.0,0,0,3,0.28583333333333333,0.06416666666666666
55,1,3,1,2,26,5,3,60,2,5,4,1,0,21,3,28,3,3,20,6,1.0986122886681098,10,0,4,0.31083333333333335,0.0425
34,1,5,1,2,1,4,2,45,3,2,4,8,0,17,2,9,3,2,2,2,1.0986122886681098,1,0,2,0.28583333333333333,0.07833333333333334
38,1,5,1,2,14,3,3,80,3,2,2,0,0,11,4,10,3,3,9,8,2.0794415416798357,7,0,3,0.31083333333333335,0.225
36,0,5,2,2,1,4,2,73,3,2,3,6,0,13,1,15,5,3,1,0,0.0,0,0,3,0.31083333333333335,0.225
29,1,4,2,2,3,1,2,87,3,1,1,1,1,18,4,10,3,3,10,9,0.6931471805599453,5,0,2,0.28583333333333333,0.07833333333333334
35,0,4,2,2,10,4,1,51,3,2,3,3,1,16,3,10,4,3,5,2,0.0,4,0,3,0.28583333333333333,0.0275
39,1,4,1,2,6,3,4,38,4,3,3,2,0,11,1,11,3,3,7,6,2.0794415416798357,6,0,3,0.31083333333333335,0.225
29,1,5,0,1,2,1,1,87,3,2,4,1,0,19,4,6,0,4,6,4,0.6931471805599453,3,0,2,0.04083333333333333,0.04083333333333333
50,1,3,1,2,9,3,3,59,3,5,3,4,1,16,3,27,2,3,1,0,0.0,0,0,3,0.31083333333333335,0.0425
23,1,2,1,2,10,3,4,45,4,1,3,2,0,16,4,4,2,3,2,2,1.0986122886681098,2,0,3,0.04083333333333333,0.04083333333333333
35,1,5,1,2,28,3,2,46,4,2,3,1,0,17,4,10,3,2,10,9,1.9459101490553132,8,0,2,0.04083333333333333,0.04083333333333333
34,1,2,1,1,10,4,4,92,2,2,3,1,0,14,2,8,3,2,8,2,2.0794415416798357,7,0,3,0.04083333333333333,0.04083333333333333
43,1,2,0,2,27,3,4,87,4,1,2,5,0,12,3,8,0,3,6,4,0.0,2,0,3,0.04083333333333333,0.04083333333333333
28,1,4,1,2,24,3,3,51,3,1,2,1,1,17,3,1,3,3,1,1,0.0,0,1,3,0.04083333333333333,0.04083333333333333
22,0,1,1,0,26,2,2,85,2,1,3,1,1,14,2,4,2,2,4,2,0.6931471805599453,3,0,2,0.04083333333333333,0.04083333333333333
50,1,4,1,1,20,5,2,41,3,4,3,2,1,15,3,28,3,3,20,8,2.3978952727983707,10,0,2,0.04083333333333333,0.04083333333333333
32,0,1,1,2,5,4,2,35,4,1,4,3,0,17,4,6,3,3,3,2,0.0,2,0,3,0.04083333333333333,0.04083333333333333
44,0,4,0,2,7,3,2,31,3,5,4,0,1,14,4,23,4,2,20,7,0.6931471805599453,10,0,2,0.04083333333333333,0.04083333333333333
30,1,4,1,2,7,3,2,48,2,1,2,1,0,12,2,6,3,2,6,4,0.6931471805599453,1,0,2,0.04083333333333333,0.04083333333333333
45,0,4,2,2,5,5,3,50,1,2,1,1,1,14,1,10,3,3,10,7,0.6931471805599453,4,0,3,0.04083333333333333,0.04083333333333333
45,1,3,1,0,26,3,1,52,2,2,1,1,0,15,1,10,2,3,10,7,1.6094379124341003,5,0,2,0.31083333333333335,0.225
31,1,1,2,1,2,4,4,54,3,2,1,7,0,13,4,10,3,3,5,2,0.0,3,0,3,0.31083333333333335,0.225
36,0,5,1,2,12,4,3,76,3,2,3,8,1,12,2,7,2,3,3,2,0.6931471805599453,1,0,3,0.04083333333333333,0.04083333333333333
34,1,5,0,1,10,4,3,42,4,2,4,1,0,13,1,9,3,3,9,7,2.0794415416798357,2,0,3,0.04083333333333333,0.04083333333333333
49,0,5,1,2,25,4,3,84,3,1,1,1,0,14,4,10,3,2,9,6,0.6931471805599453,4,0,3,0.04083333333333333,0.04083333333333333
27,1,1,0,2,19,3,4,67,2,1,1,1,0,11,1,7,3,3,7,7,0.0,7,0,3,0.04083333333333333,0.04083333333333333
35,1,5,1,2,18,5,2,48,4,2,1,1,0,11,4,16,2,3,16,11,0.6931471805599453,10,0,2,0.04083333333333333,0.04083333333333333
28,0,4,0,2,27,3,2,39,1,2,1,0,0,21,2,6,5,2,5,3,0.0,0,0,3,0.04083333333333333,0.04083333333333333
21,1,4,2,2,5,1,3,97,3,1,4,1,0,18,3,3,2,3,2,2,1.0986122886681098,2,0,3,0.04083333333333333,0.04083333333333333
18,0,4,2,1,3,2,2,70,3,1,4,1,1,12,3,1,2,4,1,0,0.0,0,1,3,0.31083333333333335,0.0575
47,0,5,1,2,26,4,4,98,3,5,3,3,0,11,3,27,2,3,5,2,0.6931471805599453,0,0,3,0.045,0.0425
39,1,4,0,2,3,2,3,76,2,2,3,0,0,15,4,11,3,3,10,8,0.0,7,0,3,0.04083333333333333,0.04083333333333333
35,0,5,1,0,8,4,3,52,3,2,3,1,0,12,4,15,5,3,14,11,1.0986122886681098,9,0,3,0.04083333333333333,0.04083333333333333
37,1,5,1,2,19,3,3,85,3,2,3,3,0,17,1,9,2,2,4,3,0.0,2,0,3,0.04083333333333333,0.04083333333333333
39,0,4,2,1,4,3,1,81,3,2,3,0,0,13,4,10,2,1,9,2,1.3862943611198906,8,0,2,0.04083333333333333,0.04083333333333333
38,0,4,1,2,2,2,4,54,2,3,3,3,1,19,4,10,6,4,5,4,0.0,2,0,3,0.04083333333333333,0.04083333333333333
37,0,4,1,2,10,3,2,71,3,1,2,1,0,11,1,8,2,1,8,4,2.0794415416798357,7,0,2,0.04083333333333333,0.04083333333333333
40,0,5,2,2,16,3,3,84,3,3,4,6,1,15,4,18,2,2,4,2,1.3862943611198906,3,0,3,0.04083333333333333,0.04083333333333333
44,1,0,1,1,1,5,1,37,3,2,4,4,1,11,3,14,3,3,10,7,0.0,2,0,3,0.045,0.0375
35,1,4,0,2,15,2,1,59,1,2,4,6,1,14,4,7,2,2,2,2,1.0986122886681098,2,1,2,0.31083333333333335,0.225
24,0,2,2,1,2,1,1,32,3,1,4,1,1,13,3,6,2,3,6,3,0.6931471805599453,3,0,2,0.04083333333333333,0.04083333333333333
27,0,4,1,2,8,3,2,86,4,1,3,7,0,17,1,5,0,3,3,2,0.0,2,0,3,0.04083333333333333,0.04083333333333333
27,1,4,2,1,2,3,4,87,3,1,4,2,0,13,3,6,0,2,4,2,0.6931471805599453,2,0,3,0.04083333333333333,0.04083333333333333
25,1,5,0,1,2,1,4,77,4,2,3,1,0,17,3,7,6,3,7,7,0.0,7,0,3,0.04083333333333333,0.04083333333333333
39,1,4,1,2,12,3,4,66,3,2,2,4,0,21,3,7,3,3,5,4,0.6931471805599453,0,0,4,0.04083333333333333,0.04083333333333333
49,0,1,1,2,22,4,1,72,3,4,2,3,0,16,2,27,2,3,4,2,0.6931471805599453,2,0,2,0.04083333333333333,0.04083333333333333
50,0,5,0,2,17,5,4,50,2,3,1,5,0,15,3,19,3,3,14,11,0.6931471805599453,10,0,3,0.04083333333333333,0.04083333333333333
20,0,4,2,2,2,3,3,31,3,1,3,1,0,19,1,2,3,3,2,2,1.0986122886681098,2,0,3,0.31083333333333335,0.0575
34,0,5,0,2,3,3,4,66,3,2,2,1,0,12,3,11,2,3,11,8,2.0794415416798357,9,0,3,0.04083333333333333,0.04083333333333333
36,1,5,2,2,7,3,1,77,3,1,2,2,0,11,3,15,4,3,4,3,0.6931471805599453,3,0,2,0.04083333333333333,0.04083333333333333
49,0,5,1,2,6,1,3,41,2,4,3,2,1,19,2,28,3,3,15,11,1.0986122886681098,10,0,3,0.04083333333333333,0.04083333333333333
36,0,4,1,0,1,4,4,33,2,2,3,0,0,15,3,4,6,3,3,2,0.6931471805599453,2,0,3,0.04083333333333333,0.04083333333333333
36,1,5,0,2,3,2,4,79,4,2,1,6,0,20,1,13,3,3,5,4,0.0,4,0,4,0.04083333333333333,0.04083333333333333
54,0,4,1,2,22,5,2,91,3,4,3,3,0,25,3,28,6,3,10,8,1.6094379124341003,7,0,2,0.04083333333333333,0.04083333333333333
43,1,5,1,2,15,2,3,65,2,4,3,1,0,24,1,14,3,3,14,10,1.9459101490553132,10,0,4,0.04083333333333333,0.04083333333333333
35,1,1,2,1,12,4,4,36,3,2,4,3,1,24,1,13,2,4,11,9,1.9459101490553132,7,1,4,0.31083333333333335,0.225
29,1,4,0,2,5,3,1,43,2,2,2,1,1,13,2,10,3,2,10,0,0.0,9,0,3,0.31083333333333335,0.225
33,1,4,0,2,2,4,4,93,3,2,4,1,0,14,3,6,5,3,6,2,0.0,4,0,3,0.31083333333333335,0.225
32,1,4,0,2,2,3,4,45,3,2,2,0,0,13,3,10,4,2,9,5,0.6931471805599453,6,0,3,0.04083333333333333,0.04083333333333333
31,0,5,1,2,5,4,1,67,3,2,4,1,0,11,1,10,2,3,10,0,0.0,2,0,3,0.31083333333333335,0.225
49,0,4,0,2,16,3,4,74,3,1,1,4,1,16,2,17,2,2,2,2,1.0986122886681098,2,0,3,0.04083333333333333,0.04083333333333333
20,1,5,2,2,9,1,4,54,3,1,1,1,0,11,1,2,3,3,2,2,0.0,2,0,3,0.31083333333333335,0.0575
33,0,5,0,0,16,3,3,36,3,2,4,1,1,25,3,7,2,3,6,5,0.6931471805599453,2,0,4,0.31083333333333335,0.225
36,1,5,1,2,26,4,1,80,3,2,3,6,0,14,2,10,2,2,3,2,0.0,2,0,3,0.04083333333333333,0.04083333333333333
44,0,5,0,2,1,3,3,44,3,1,4,4,1,18,1,8,2,3,2,2,1.0986122886681098,2,0,3,0.045,0.0375
23,1,4,2,2,8,1,4,93,2,1,3,1,1,11,1,5,2,3,5,4,0.6931471805599453,2,1,3,0.04083333333333333,0.04083333333333333
38,0,4,1,2,4,2,4,87,3,1,3,7,0,19,4,7,5,2,1,0,0.0,0,0,3,0.04083333333333333,0.04083333333333333
53,1,4,1,2,24,4,2,48,4,3,4,3,0,15,3,11,2,3,4,3,0.6931471805599453,2,0,2,0.04083333333333333,0.04083333333333333
48,0,4,1,1,7,2,4,95,3,1,3,2,1,11,3,19,3,3,9,7,2.0794415416798357,7,1,3,0.31083333333333335,0.0575
32,1,5,2,2,2,4,4,95,3,1,2,1,0,12,1,1,2,3,1,0,0.0,0,1,3,0.04083333333333333,0.04083333333333333
26,1,4,2,0,7,3,4,76,3,1,4,1,0,20,3,7,5,3,7,7,1.791759469228055,7,0,4,0.04083333333333333,0.04083333333333333
55,1,2,0,2,22,3,1,94,2,1,2,5,0,12,4,8,1,3,4,2,0.6931471805599453,2,0,2,0.04083333333333333,0.04083333333333333
34,1,4,1,2,5,2,2,57,2,2,4,1,0,14,3,15,3,4,15,10,1.6094379124341003,10,0,2,0.28583333333333333,0.07833333333333334
60,1,4,0,2,1,4,3,92,1,3,4,3,0,20,3,19,2,4,1,0,0.0,0,0,4,0.28583333333333333,0.0275
37,1,4,0,1,1,4,3,31,1,2,4,1,0,14,3,6,2,2,6,3,0.6931471805599453,3,0,3,0.31083333333333335,0.225
34,0,5,1,2,19,3,2,35,2,1,4,1,0,12,2,10,3,3,10,9,2.1972245773362196,7,0,2,0.28583333333333333,0.06416666666666666
44,0,5,1,2,2,3,3,96,4,3,4,1,1,19,2,9,2,3,8,7,1.9459101490553132,7,0,3,0.28583333333333333,0.0275
43,1,4,1,2,2,3,4,73,3,2,4,1,1,17,1,10,3,3,10,9,2.1972245773362196,8,0,3,0.31083333333333335,0.225
29,0,4,1,2,9,4,4,43,3,1,3,8,0,17,3,9,2,3,5,3,0.6931471805599453,2,0,3,0.28583333333333333,0.07833333333333334
36,0,5,2,2,2,4,3,51,3,2,4,3,0,15,3,17,2,2,13,7,1.9459101490553132,7,0,3,0.31083333333333335,0.0575
45,1,5,1,0,1,1,3,74,2,3,3,3,0,23,4,25,3,2,20,11,2.3978952727983707,4,0,4,0.28583333333333333,0.07833333333333334
26,1,4,1,2,17,4,4,62,1,1,3,1,0,15,3,3,3,4,3,2,0.0,2,0,3,0.28583333333333333,0.05333333333333334
45,0,2,2,2,28,2,4,48,2,4,2,1,0,11,3,21,2,3,20,6,2.1972245773362196,6,0,3,0.28583333333333333,0.07833333333333334
31,1,5,1,2,2,4,2,69,3,1,3,1,0,14,4,6,2,4,5,2,0.0,3,0,3,0.28583333333333333,0.05333333333333334
41,1,0,1,0,4,3,3,60,1,2,2,6,0,19,2,10,4,3,3,2,0.6931471805599453,2,0,3,0.045,0.0375
40,0,5,1,2,8,2,2,92,3,2,1,2,1,16,2,18,3,3,1,0,0.0,0,0,3,0.28583333333333333,0.0275
24,1,4,0,2,29,1,2,91,3,1,1,1,0,13,2,6,2,4,6,2,0.6931471805599453,2,0,2,0.28583333333333333,0.05333333333333334
46,1,5,2,2,13,4,3,34,3,2,2,6,0,14,4,19,3,3,10,7,0.0,9,0,3,0.28583333333333333,0.0275
30,1,5,1,2,16,1,2,33,3,1,4,1,0,12,2,10,2,2,10,0,0.0,8,0,3,0.28583333333333333,0.06416666666666666
47,1,3,1,0,2,4,3,87,3,2,2,7,0,11,4,4,3,1,1,0,0.0,0,0,3,0.31083333333333335,0.225
46,1,5,0,2,2,3,3,74,3,3,4,4,1,12,2,13,5,2,10,6,0.0,3,0,3,0.31083333333333335,0.225
36,1,3,0,2,13,5,2,96,2,2,1,5,1,13,2,16,3,3,2,2,1.0986122886681098,2,1,2,0.31083333333333335,0.225
32,1,5,2,2,1,2,1,34,1,2,2,6,0,15,2,10,2,3,1,0,0.0,0,1,3,0.31083333333333335,0.225
31,0,2,2,1,24,1,4,30,3,2,4,2,0,20,4,9,3,2,5,4,0.6931471805599453,4,0,4,0.28583333333333333,0.0275
39,1,5,1,0,1,3,4,77,3,2,4,1,1,15,4,9,2,3,9,8,1.791759469228055,8,0,3,0.28583333333333333,0.05333333333333334
32,1,5,1,2,19,3,4,80,1,3,3,3,0,13,3,10,2,1,4,3,0.0,2,0,3,0.31083333333333335,0.225
40,1,4,2,2,7,4,2,88,3,5,2,1,0,14,2,21,3,2,20,8,2.3978952727983707,8,0,2,0.31083333333333335,0.0425
45,0,5,1,2,4,3,3,56,1,3,3,4,0,21,3,9,2,4,5,0,0.0,3,0,4,0.045,0.0375
30,0,2,2,1,2,4,4,78,2,1,1,0,0,16,4,10,2,3,9,7,0.0,7,0,3,0.28583333333333333,0.07833333333333334
24,1,4,1,1,10,3,1,59,3,1,4,0,0,14,4,3,2,3,2,2,1.0986122886681098,1,0,2,0.045,0.0375
30,0,0,0,1,8,3,3,66,2,1,4,6,0,11,3,6,0,2,4,2,0.6931471805599453,2,1,3,0.045,0.0375
31,1,2,1,2,5,3,1,51,3,2,3,1,0,19,3,6,3,3,5,2,0.0,2,0,4,0.31083333333333335,0.225
